Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Soil_Type,Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
105.74,11.86,117.36,Alluvial,Onion,7.05,416.92,34.76,22.96,4.26,0,34.64,Urea + MOP (Muriate of Potash),Ammonium Molybdate + Zinc Sulphate,Balance Maintain
125.55,9.95,131.14,Black,Bajra,7.11,801.83,32.86,27.23,0,0,15.86,Potassium Carbonate,Borax + Copper Sulphate,Balance Maintain
137.25,4.04,94.36,Laterite,Ragi,5.83,933.63,34.87,20.4,0,4.96,0,SSP (Single Super Phosphate),Ferrous Sulphate + Zinc Sulphate,Dolomitic Lime
116.07,7.75,75.03,Laterite,Onion,6.29,799.25,16.58,29.12,4.93,1.25,13.97,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate,Balance Maintain
211.08,71.42,287.07,Alkaline,Maize,7.79,280.28,16.83,35.15,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
109.28,6.36,165.17,Alluvial,Mustard,6.83,801.17,25.48,29.72,0.72,1.24,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
93.89,5.98,117.62,Arid,Mustard,7.97,2076.3,14.32,28.96,39.11,0.02,0,DAP (Di-Ammonium Phosphate),Borax + Ferrous Sulphate + Zinc Sulphate,Gypsum
112.56,8.69,88.11,Laterite,Cotton,5.54,398.64,22.68,32.81,8.44,0.31,0.89,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Hydrated Lime
43.27,3.23,137.56,Laterite,Jowar,7.16,199.06,15.04,27.49,77.73,5.77,0,DAP (Di-Ammonium Phosphate),Borax + Zinc Sulphate,Balance Maintain
165.13,9.14,133.34,Arid,Garlic,7.62,1833.3,7.81,36.41,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
149.75,8.43,83.08,Laterite,Maize,5.9,244.41,24.72,34.1,0,0.57,5.92,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Sodium Molybdate,Hydrated Lime
111.98,2.92,146.99,Arid,Wheat,7.88,950.29,11.77,32.82,21.02,3.08,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
222.8,43.94,223.3,Clayey,Bajra,7.87,574.12,24.14,29.56,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
195.22,8.96,144.55,Arid,Moong,8,1083.96,8.58,23.28,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
130.97,8.09,122.06,Alkaline,Ragi,8.39,1077,24.41,21.46,0,0,7.94,MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Aluminium Sulphate
163.34,6.41,127.6,Arid,Rice,8.37,1824.88,19.68,31.47,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Zinc Sulphate,Ferrous Sulphate
81.13,9.08,79.48,Alluvial,Mustard,6.1,957.76,30.23,26.22,28.87,0,72.52,Urea + MOP (Muriate of Potash),Borax + Sodium Molybdate,Balance Maintain
48.15,8.15,144.68,Alkaline,Mustard,8.08,798.58,14.44,25.56,41.85,0,0,Urea,Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
255.97,70.54,287.38,Alluvial,Rice,8.09,503.39,26.94,20.86,0,0,0,Balanced NPK (14-14-14),Sodium Molybdate + Zinc Sulphate,Elemental Sulphur
167.45,69.7,189.99,Alluvial,Sugarcane,8.32,265.11,20.94,29.36,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
142.3,77.17,244.68,Arid,Chickpea,7.86,268.58,7.15,26.9,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
141.05,12.08,176.97,Alluvial,Groundnut,6.76,706.02,19.86,20.91,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
146.46,7.54,112.97,Arid,Ragi,7.68,1842.26,11.32,30.04,0,0,1.03,Potassium Carbonate,Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
151.5,11.19,112.67,Clayey,Sugarcane,6.67,690.58,36.43,18.9,0,0,37.33,SOP (Sulphate of Potash),Boric Acid + Ammonium Molybdate,Balance Maintain
114.43,41.88,245.08,Laterite,Bajra,7.71,552.99,28.26,27.59,6.57,0,0,Ammonium Sulphate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
95.23,9.16,128.88,Alkaline,Cotton,8.84,1482.28,16.53,33.58,0,0,1.12,Potassium-Magnesium Sulphate,Copper Sulphate + Ferrous Sulphate,Ammonium Sulphate
126.16,6.37,93.18,Alkaline,Moong,8.87,2128.71,18.87,27.17,0,0,36.82,Potassium-Magnesium Sulphate,Boric Acid + Manganese Sulphate,Aluminium Sulphate
245.51,54.79,275.78,Arid,Wheat,7.86,219,8.48,28.22,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
95.53,14.6,116.59,Clayey,Barley,6.28,1071.31,28.24,23.67,54.47,0,33.41,Urea + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Balance Maintain
171.47,77.11,165.79,Clayey,Sugarcane,8.57,440.38,27.93,25.65,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
90.89,3.17,169.25,Black,Wheat,6.99,1293.98,20.14,28.28,24.11,4.83,0,DAP (Di-Ammonium Phosphate),Boric Acid + Manganese Sulphate,Balance Maintain
72.61,7.85,123.12,Alkaline,Cotton,8.72,1786.67,23.35,32.57,17.39,0,6.88,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Gypsum
110.47,61.03,128.52,Alkaline,Maize,7.63,476.62,24.32,24.72,0,0,1.48,SOP (Sulphate of Potash),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
103.61,2,121.02,Alkaline,Garlic,8.03,1954.31,13.9,33.74,0,4,8.98,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
83.86,34.62,115.45,Red,Bajra,6.81,704.23,16.51,24.29,0,0,8.55,MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
216.21,8.59,100.53,Clayey,Soybean,6.81,467.25,27.23,27.88,0,1.41,49.47,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
247.12,43.64,251.3,Laterite,Rice,8.11,603.44,34.01,25.57,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
97.23,4.72,114.48,Arid,Soybean,7.3,1272.08,7.37,26.9,35.77,1.28,0,DAP (Di-Ammonium Phosphate),Manganese Sulphate + Zinc Sulphate,Balance Maintain
248.27,74.9,167.87,Laterite,Moong,7.7,348.19,33.11,20.03,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
89.13,36.59,130.89,Red,Jowar,6.14,900.71,18.28,32.76,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate,Balance Maintain
119.35,8.25,102.81,Laterite,Garlic,6.18,475.62,26.99,23.96,1.65,0.75,0,DAP (Di-Ammonium Phosphate),Boric Acid + Sodium Molybdate,Balance Maintain
100.76,4.01,40.55,Alkaline,Barley,5.64,167.87,17.36,31.28,0,1.99,89.45,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Quicklime
110.46,10.11,197,Black,Cotton,7.59,1206.4,25.43,25.35,4.54,0,0,Ammonium Nitrate,Borax + Ferrous Sulphate,Elemental Sulphur
121.71,10.67,116.56,Clayey,Onion,5.85,571.85,34.36,24.63,28.29,0,33.44,Urea + MOP (Muriate of Potash),Boric Acid + Ferrous Sulphate,Hydrated Lime
171.18,5.44,160.91,Alkaline,Groundnut,8.44,1703.73,14.66,33.87,0,0.56,0,SSP (Single Super Phosphate),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
77.65,6.1,67.36,Laterite,Barley,6.03,388.08,22.66,31.87,43.35,2.9,21.64,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate,Balance Maintain
171.38,63.1,268.71,Arid,Moong,8.26,647.47,7.78,27.42,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
98.24,3.39,109.43,Alkaline,Moong,8.58,2393.66,15.12,29.73,0,2.61,20.57,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Elemental Sulphur
54.96,42.56,96.8,Red,Cotton,6.18,439.57,21.5,24.76,17.04,0,27.2,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
77.25,7.49,41.7,Arid,Garlic,6.58,267.34,18.19,35.85,55.75,0,72.3,Urea + MOP (Muriate of Potash),Manganese Sulphate + Ammonium Molybdate,Balance Maintain
122.25,48.9,218.64,Alkaline,Groundnut,8.58,341.53,10.52,26.44,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
96.91,16.78,90.5,Red,Wheat,6.45,1138.05,16.94,21.52,0,11.22,33.5,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Ammonium Molybdate,Balance Maintain
53.56,38.49,125.15,Red,Barley,6.35,996.79,19.79,22.62,18.44,0,0,Ammonium Sulphate,Boric Acid + Copper Sulphate,Balance Maintain
99.85,11.03,118.91,Alluvial,Wheat,6.34,527.75,18.52,29.57,10.15,0,33.09,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
76.86,6.23,134.08,Laterite,Groundnut,6.26,757.77,31.25,26.97,44.14,2.77,0,DAP (Di-Ammonium Phosphate),Borax + Calcium Chloride,Balance Maintain
198.73,18.85,196.27,Clayey,Bajra,6.54,1088.81,20.11,30.19,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate,Balance Maintain
180.28,48.2,165.34,Arid,Garlic,7.88,611.99,11.44,33.29,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
154.53,62.73,271.07,Clayey,Jowar,8.42,629.07,30.8,23.37,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
85.92,2.12,209.68,Clayey,Bajra,6.1,706.69,20.85,27.96,64.08,7.88,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
194.53,8.78,141.89,Clayey,Jowar,6.42,993.85,34.43,18.85,0,1.22,8.11,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
127.34,11.41,164.12,Clayey,Garlic,7.26,797.06,37.58,26.31,22.66,0,0,Ammonium Sulphate,Manganese Sulphate + Sodium Molybdate,Balance Maintain
114.31,5.07,91.77,Laterite,Groundnut,5,826.69,21.32,31.58,6.69,3.93,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Zinc Sulphate,Quicklime
75.82,22.08,92.03,Red,Soybean,6.59,617.78,16.76,28.22,0,5.92,31.97,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Ferrous Sulphate,Balance Maintain
78.33,29.74,89.22,Red,Maize,6.41,544.96,18.22,19.86,0,0,34.78,Potassium Nitrate,Manganese Sulphate + Sodium Molybdate,Balance Maintain
146.73,8.03,195.55,Alluvial,Groundnut,6.72,931.59,24.41,29.93,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
103.55,2.46,137.53,Black,Jowar,7.18,466.21,21.58,33.02,11.45,5.54,9.47,Balanced NPK (14-14-14),Copper Sulphate + Manganese Sulphate,Balance Maintain
66.1,3.05,160.68,Alkaline,Mustard,9.17,1593.05,23.7,21.71,23.9,2.95,0,DAP (Di-Ammonium Phosphate),Sodium Molybdate + Zinc Sulphate,Elemental Sulphur
192.7,54.33,117.41,Alkaline,Bajra,8.34,562.84,10.4,28.02,0,0,12.59,SOP (Sulphate of Potash),Borax + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
93.25,14.89,66.01,Alluvial,Bajra,6.51,162.84,23.8,28.24,16.75,0,85.99,Urea + MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
140.29,11.39,70.85,Laterite,Wheat,5.49,1063.4,29.84,22.12,0,0,18.15,MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Hydrated Lime
139.12,10.97,81.84,Laterite,Sugarcane,6.27,650.91,27.54,34.92,0,0,7.16,MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
39.57,12.83,157.45,Clayey,Sugarcane,6.26,502.79,30.09,22.52,110.43,0,0,Ammonium Chloride,Ferrous Sulphate + Zinc Sulphate,Balance Maintain
164.41,7.18,135.52,Alluvial,Rice,6.49,1323.01,34.68,18.57,0,0.42,16.48,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Borax + Ferrous Sulphate,Balance Maintain
183.84,6.27,151.26,Clayey,Onion,6.63,614.79,24.63,28.49,0,3.73,0,SSP (Single Super Phosphate),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
62.87,8.24,143.38,Black,Groundnut,7,693.55,32.52,31.52,52.13,0,3.62,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
63.24,3.5,55.28,Red,Moong,5.91,248.92,16.54,21.23,8.76,24.5,68.72,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Hydrated Lime
89.37,6.62,82.21,Alluvial,Jowar,6.5,651.54,33.79,18.34,20.63,0.98,69.79,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
233.73,52.5,128.93,Black,Cotton,8.23,226,32.88,27.73,0,0,18.07,Potassium Nitrate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
85.19,22.42,90.35,Red,Moong,6.58,679.95,25.13,19.9,0,5.58,33.65,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Balance Maintain
138.2,62.9,137.94,Arid,Wheat,8.29,635.58,5.91,24.98,0,0,0,Balanced NPK (14-14-14),Boric Acid + Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
186.44,11.93,166.77,Clayey,Moong,6.65,912.85,33.21,23.24,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Sodium Molybdate,Balance Maintain
35.28,6.72,111.38,Black,Jowar,5.37,61.14,37.04,33.18,79.72,1.28,35.62,Balanced NPK (14-14-14),Borax + Manganese Sulphate,Quicklime
140.5,6.58,141.66,Alluvial,Wheat,5.97,1297.19,30.73,22.78,0,1.02,10.34,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Hydrated Lime
155.53,5.78,192.55,Alkaline,Garlic,8.63,1750.88,17.07,26.69,0,0.22,0,SSP (Single Super Phosphate),Manganese Sulphate + Ammonium Molybdate,Ferrous Sulphate
244.41,79.7,221.19,Laterite,Jowar,8.51,406.56,19.81,20.51,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
83.6,10.48,180.18,Black,Soybean,7.08,1144.16,30.73,31.31,31.4,0,0,UAN (Urea Ammonium Nitrate),Boric Acid + Copper Sulphate,Balance Maintain
103.2,8.33,119.47,Laterite,Onion,5.73,331.71,28.06,25.51,17.8,0.67,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Zinc Sulphate,Agricultural Lime
244.64,51.29,312.3,Alluvial,Moong,8.37,573.64,32.93,19.45,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Zinc Sulphate,Gypsum
54.32,15.27,91.05,Red,Garlic,5.99,838.09,29.45,27.34,17.68,12.73,32.95,Balanced NPK (14-14-14),Boric Acid + Manganese Sulphate,Dolomitic Lime
144.23,8.03,101.14,Alluvial,Jowar,6.51,831.39,18.03,31.06,0,0,50.86,MOP (Muriate of Potash),Copper Sulphate + Zinc Sulphate,Balance Maintain
210.16,60.6,171.6,Alkaline,Groundnut,7.83,369.58,23.93,34.59,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ferrous Sulphate
141.36,44.09,134.45,Alkaline,Chickpea,8.11,513.35,14.62,20.67,0,0,0,Balanced NPK (14-14-14),Borax + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
107.36,24.66,131.44,Red,Cotton,6.57,673.88,22.44,29.67,0,3.34,0,TSP (Triple Super Phosphate),Copper Sulphate + Ferrous Sulphate,Balance Maintain
167.92,61.75,303.25,Red,Sugarcane,8.33,579.2,24.64,30.55,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Manganese Sulphate,Ammonium Sulphate
183.66,78.38,179.57,Clayey,Onion,7.72,376.96,32.02,21.1,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Elemental Sulphur
211.91,5.26,158.66,Clayey,Cotton,7.23,1285.5,28.37,23.36,0,4.74,0,TSP (Triple Super Phosphate),Manganese Sulphate + Sodium Molybdate,Balance Maintain
55.23,14.91,62.48,Red,Rice,6.2,1090.38,19.04,19.56,16.77,13.09,61.52,Balanced NPK (14-14-14),Borax + Copper Sulphate,Balance Maintain
155.63,10.28,86.1,Laterite,Chickpea,6.32,1016.2,17.89,21.1,0,0,2.9,Potassium-Magnesium Sulphate,Ferrous Sulphate + Zinc Sulphate,Balance Maintain
117.99,2,165.27,Arid,Ragi,7.73,1660.9,19.93,29.99,15.01,4,0,DAP (Di-Ammonium Phosphate),Boric Acid + Copper Sulphate,Gypsum
63.75,10.59,285.62,Clayey,Soybean,6.25,1121.58,23.41,28.56,86.25,0,0,Ammonium Nitrate,Boric Acid + Manganese Sulphate,Balance Maintain
150.25,8.41,112.37,Laterite,Wheat,6.78,940.72,28.72,29.6,0,0.59,0,MAP (Mono-Ammonium Phosphate),Borax + Copper Sulphate,Balance Maintain
114.67,6.18,55.22,Red,Jowar,5.67,395.52,26.19,24.64,0,21.82,68.78,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Manganese Sulphate,Agricultural Lime
105.3,8.83,121.07,Black,Rice,6.8,1132.04,37.78,20.6,9.7,0,25.93,Urea + MOP (Muriate of Potash),Borax + Ferrous Sulphate,Balance Maintain
161.79,6.19,100.77,Arid,Soybean,8.38,1263.22,12.72,32.74,0,0,13.23,Potassium Nitrate,Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
100.07,8.7,77.14,Laterite,Soybean,5.92,1236.92,18.38,34.32,20.93,0.3,11.86,Balanced NPK (14-14-14),Copper Sulphate + Manganese Sulphate,Agricultural Lime
151.08,6.66,80.19,Laterite,Sugarcane,5.47,971.06,25.33,23.37,0,2.34,8.81,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Agricultural Lime
10,2,192.12,Arid,Rice,7.65,1717.71,13.52,36.79,123,4,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ferrous Sulphate
120.81,6.96,53.81,Laterite,Groundnut,5.81,927.82,29.46,24.49,0.19,2.04,35.19,Balanced NPK (14-14-14),Calcium Chloride + Zinc Sulphate,Agricultural Lime
139.46,64.43,297.16,Laterite,Mustard,8.21,534.13,29.67,26.8,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
89.51,12.56,105.95,Alkaline,Groundnut,6.31,392.12,22.3,32.43,0.49,0,24.05,Urea + MOP (Muriate of Potash),Sodium Molybdate + Zinc Sulphate,Balance Maintain
148.83,8.08,184.15,Clayey,Garlic,7.21,392.99,29.25,29.86,1.17,1.92,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
97.06,4.64,99.14,Laterite,Garlic,6.63,794.99,19.91,27.48,23.94,4.36,0,DAP (Di-Ammonium Phosphate),Boric Acid + Ferrous Sulphate,Balance Maintain
58.43,6.62,56.01,Clayey,Onion,5.18,351.28,27.72,31.75,91.57,3.38,93.99,Balanced NPK (14-14-14),Borax + Zinc Sulphate,Hydrated Lime
108,12.05,134.94,Alkaline,Maize,8.35,1751.58,17.22,34.16,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ammonium Molybdate,Ammonium Sulphate
145.86,10.43,81.25,Laterite,Ragi,6.04,1331.71,22.64,22.05,0,0,7.75,Potassium Carbonate,Boric Acid + Ferrous Sulphate,Balance Maintain
77.25,4.32,129.11,Red,Chickpea,6.72,537.82,28.28,26.94,0,23.68,0,SSP (Single Super Phosphate),Ferrous Sulphate + Manganese Sulphate,Balance Maintain
205.59,62.05,168.37,Laterite,Cotton,8.29,426.68,21.31,33.76,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
77.93,13.86,128.64,Laterite,Mustard,7.07,374.69,19.44,30.76,43.07,0,0,Urea,Manganese Sulphate + Ammonium Molybdate,Balance Maintain
217.41,50.54,252.86,Laterite,Bajra,8.21,445.9,31.68,31.93,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
90.79,5.98,170.48,Alluvial,Maize,7.2,1179.77,32.53,21.35,19.21,1.62,0,DAP (Di-Ammonium Phosphate),Borax + Ammonium Molybdate,Balance Maintain
134.01,13.52,94.66,Laterite,Groundnut,5.85,1083.36,17.08,23.49,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ammonium Molybdate,Wood Ash
147.47,12.67,139.99,Clayey,Maize,6.49,938.73,31.8,26.06,2.53,0,10.01,Urea + MOP (Muriate of Potash),Borax + Copper Sulphate,Balance Maintain
55.21,12.56,57.49,Clayey,Chickpea,5.28,358.94,22.43,20.37,94.79,0,92.51,Urea + MOP (Muriate of Potash),Boric Acid + Manganese Sulphate,Quicklime
251.25,53.18,244.81,Alkaline,Onion,8.08,553.2,12.24,23.97,0,0,0,Balanced NPK (14-14-14),Boric Acid + Ferrous Sulphate + Zinc Sulphate,Ammonium Sulphate
129.57,67.8,312.23,Alluvial,Jowar,8.53,271.7,24.79,21.14,0,0,0,Balanced NPK (14-14-14),Ferrous Sulphate + Manganese Sulphate,Ammonium Sulphate
107.14,7.6,81.42,Laterite,Rice,6.51,1108.01,28.54,33.87,13.86,1.4,7.58,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
151.18,53.78,151.06,Black,Bajra,7.75,285.32,29.73,31.68,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Aluminium Sulphate
101.33,7,95.66,Alkaline,Garlic,8.4,1693.47,15.93,23.95,0,0,34.34,Potassium-Magnesium Sulphate,Ammonium Molybdate + Zinc Sulphate,Elemental Sulphur
134.71,9.04,77.26,Laterite,Wheat,5.44,704.93,27.69,25.46,0,0,11.74,Potassium Carbonate,Ferrous Sulphate + Manganese Sulphate,Dolomitic Lime
103.69,63.56,126.86,Arid,Cotton,8,328.28,15.76,27.64,29.31,0,0,Ammonium Sulphate,Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Gypsum
77.88,14.73,97.94,Red,Garlic,5.85,1279.6,26.09,25.72,0,13.27,26.06,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Wood Ash
139.54,12.65,136.83,Black,Soybean,6.84,802.16,33.29,25.73,0,0,10.17,Potassium Nitrate,Manganese Sulphate + Ammonium Molybdate,Balance Maintain
141.06,52.99,297.27,Red,Bajra,8.31,452.99,23.86,19.71,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ferrous Sulphate + Manganese Sulphate + Zinc Sulphate,Ammonium Sulphate
128.38,8.89,97.6,Laterite,Mustard,6.36,973.71,22.38,22.6,0,0.11,0,DAP (Di-Ammonium Phosphate),Ferrous Sulphate + Ammonium Molybdate,Balance Maintain
174.77,3.36,132.74,Arid,Maize,8.49,1360.65,6.94,24.32,0,2.64,0,Rock Phosphate,Borax + Ferrous Sulphate + Zinc Sulphate,Aluminium Sulphate
124.71,3.22,147.95,Black,Wheat,6.33,916.37,25.55,33.72,0,4.78,0,MAP (Mono-Ammonium Phosphate),Manganese Sulphate + Ammonium Molybdate,Balance Maintain
63.45,16.78,147.72,Clayey,Sugarcane,6.46,1415.25,24.78,25.15,86.55,0,2.28,Urea + MOP (Muriate of Potash),Copper Sulphate + Sodium Molybdate,Balance Maintain
100.14,14.22,107.52,Black,Groundnut,6.82,1317.61,36.31,26.69,14.86,0,39.48,Urea + MOP (Muriate of Potash),Calcium Chloride + Ferrous Sulphate,Balance Maintain
88.4,6.16,111.78,Black,Wheat,6.26,602.21,26.97,21.85,26.6,1.84,35.22,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
22.98,7.72,138.03,Alluvial,Barley,7.28,280.9,24.04,20.05,87.02,0,13.97,Urea + MOP (Muriate of Potash),Copper Sulphate + Manganese Sulphate,Balance Maintain
134.67,8.68,197.69,Alluvial,Cotton,6.41,1184.61,27.99,18.54,0,0,0,Balanced NPK (14-14-14),Copper Sulphate + Ammonium Molybdate,Balance Maintain
121.49,3.81,138.04,Alluvial,Groundnut,6.67,946.8,27.74,24.85,0,3.79,13.96,DAP (Di-Ammonium Phosphate) + MOP (Muriate of Potash),Manganese Sulphate + Sodium Molybdate,Balance Maintain
67.5,10.34,118.22,Alkaline,Rice,5.64,78.59,20.63,31.88,22.5,0,11.78,Urea + MOP (Muriate of Potash),Ferrous Sulphate + Zinc Sulphate,Agricultural Lime
40.94,31.32,132.17,Red,Sugarcane,7.47,190.98,16.66,20.93,31.06,0,0,Ammonium Chloride,Manganese Sulphate + Zinc Sulphate,Balance Maintain
