Temperature,Humidity,Moisture,Soil_Type,Crop,Nitrogen,Phosphorus,Potassium,pH,EC(mmhos/cm2),N_Status,P_Status,K_Status,Primary_Fertilizer,Secondary_Fertilizer,pH_Amendment
27,94,35,Clayey,rice,43,99,90,6.971534247,0.95,Low,High,High,Triple Super Phosphate (TSP),Magnesium Sulphate + Zinc Sulphate mixture,None
33.1,59,52,Alluvial,soyabean,38,49,114,6.971534247,0.82,Optimal,Optimal,High,Reduce N,Borax + Ammonium Molybdate mixture,None
17.2,50,26,Red,soyabean,59,7,101,6.971534247,0.93,Optimal,Low,High,Single Super Phosphate (SSP),Ferrous Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
23.6,91,84,Black,bajra,113,71,27,6.971534247,0.98,High,High,Low,Single Super Phosphate (SSP),Zinc Sulphate,Gypsum + Organic matter
32,54,27,Alkaline soil,rice,110,97,25,6.971534247,1.4,High,High,Low,Avoid Phosphate application,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Organic matter
26,49,68,Alkaline soil,ragi,66,30,41,6.971534247,1.14,Optimal,Optimal,Optimal,Stop P,Borax + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
25.7,68,30,Laterite,bajra,6,49,94,6.971534247,1.12,Low,Optimal,High,Ammonium Nitrate,Borax + Ammonium Molybdate mixture,Gypsum + Organic matter
17.5,80,48,Black,rice,24,34,68,6.96,1.41,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,Gypsum + Sulphur
39.1,71,84,Alkaline soil,onion,32,7,92,6.971534247,1.33,Low,Low,High,Avoid Potash,Ferrous Sulphate,None
34.2,86,58,Alkaline soil,onion,118,54,75,6.971534247,1.14,High,Optimal,Optimal,Muriate of Potash (MOP),Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
33.6,84,71,Alkaline soil,sugarcane,62,94,68,6.971534247,1.09,Optimal,High,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,Lime
29.8,77,100,Alluvial,bajra,50,14,104,6.971534247,1.45,Optimal,Low,High,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
28.4,81,69,Red,groundnut,81,58,69,6.971534247,0.64,Optimal,Optimal,Optimal,Muriate of Potash (MOP),Ferrous Sulphate + Manganese Sulphate mixture,None
22.6,31,65,Arid,barley,46,20,97,6.971534247,1.44,Optimal,Low,High,Single Super Phosphate (SSP),Zinc Sulphate + Borax mixture,Sulphur (Tea prefers acidic)
33,48,55,Clayey,wheat,29,36,80,6.971534247,1.15,Low,Optimal,Optimal,Balanced NPK (maintenance),Ferrous Sulphate,Gypsum
23.3,31,65,Arid,wheat,33,67,102,6.971534247,0.7,Low,High,High,Reduce N,Borax + Elemental Sulphur mixture,Lime
30.2,89,84,Arid,sugarcane,113,29,97,9.15,3.25,High,Optimal,High,Balanced NPK (maintenance),Borax + Zinc Sulphate mixture,Sulphur
34.6,65,34,Alkaline soil,ragi,73,79,104,6.971534247,1.06,Optimal,High,High,Split N doses,Zinc Sulphate + Borax mixture,None
20.1,67,54,Black,ragi,33,30,82,6.971534247,1.12,Low,Low,High,Diammonium Phosphate (DAP),Manganese Sulphate,Compost (Coffee prefers slightly acidic)
28.6,91,39,Clayey,bajra,67,83,25,6.971534247,1.09,Optimal,High,Low,Ammonium Nitrate,Ferrous Sulphate,Lime
31.5,84,36,Clayey,soyabean,4,12,81,6.971534247,0.52,Low,Low,High,Split N doses,Ferrous Sulphate + Zinc Sulphate mixture,None
23.8,55,82,Black,mustard,54,18,49,9.22,3.12,Optimal,Low,Optimal,Single Super Phosphate (SSP),Borax + Ammonium Molybdate mixture,Gypsum + Sulphur
23.8,71,63,Red,cotton,87,83,119,6.971534247,0.76,High,High,High,Split N doses,Zinc Sulphate,None
28.6,74,70,Alkaline soil,moong,42,68,54,6.971534247,1.43,Optimal,High,Optimal,Diammonium Phosphate (DAP),Manganese Sulphate,Gypsum
17.2,56,50,Red,soyabean,72,71,62,6.971534247,0.63,Optimal,High,Optimal,Calcium Ammonium Nitrate,Borax + Zinc Sulphate mixture,Lime
31.7,32,56,Clayey,barley,37,5,54,6.971534247,0.57,Low,Low,Optimal,Stop K,Ferrous Sulphate + Zinc Sulphate mixture,None
21,94,63,Alkaline soil,sugarcane,32,63,36,7.31,2.16,Low,High,Low,Split N doses,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
19.5,55,37,Alluvial,wheat,39,33,43,6.971534247,1.18,Optimal,Optimal,Low,Single Super Phosphate (SSP),Zinc Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
27.7,45,48,Alkaline soil,rice,33,39,72,6.971534247,1.29,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Zinc Sulphate + Borax mixture,None
25.8,39,47,Arid,onion,64,78,32,6.971534247,0.62,Optimal,High,Low,Urea Ammonium Nitrate (UAN),Magnesium Sulphate,None
25.2,35,70,Red,wheat,79,18,59,9.45,3.42,Optimal,Low,Optimal,Muriate of Potash (MOP),Zinc Sulphate + Borax mixture,Sulphur
25.2,90,70,Clayey,mustard,47,89,69,6.971534247,1.05,Optimal,High,Optimal,Reduce N,Magnesium Sulphate + Zinc Sulphate mixture,None
35.8,64,81,Laterite,moong,118,83,118,9.5,2.84,High,High,High,Rock Phosphate,Borax + Ammonium Molybdate mixture,Organic matter composts
15.4,73,36,Arid,cotton,70,72,81,6.971534247,1.4,Optimal,High,High,Ammonium Nitrate,Ammonium Molybdate + Zinc Sulphate mixture,None
30.7,77,79,Clayey,rice,36,77,80,9.29,3.08,Optimal,High,High,Rock Phosphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
20.7,93,77,Clayey,onion,114,77,34,6.971534247,0.68,High,High,Low,Calcium Ammonium Nitrate,Magnesium Sulphate + Zinc Sulphate mixture,None
23.8,47,38,Clayey,chickpea,6,46,40,6.971534247,1.33,Low,Optimal,Low,Monoammonium Phosphate (MAP),Manganese Sulphate,Sulphur
25.5,87,82,Clayey,barley,36,37,92,7.59,1.17,Low,Optimal,High,Sulphate of Potash (SOP),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Sulphur
31.7,89,78,Laterite,maize,20,82,56,6.971534247,0.83,Low,High,Optimal,Balanced NPK (maintenance),Zinc Sulphate + Manganese Sulphate mixture,Lime
20.3,73,48,Arid,mustard,44,40,103,6.971534247,1.32,Low,Optimal,High,Urea Ammonium Nitrate (UAN),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
18.2,88,75,Alkaline soil,onion,86,37,44,6.971534247,0.72,High,Optimal,Optimal,Single Super Phosphate (SSP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Sulphur
32.8,71,54,Alluvial,groundnut,53,62,46,6.971534247,1.02,Optimal,High,Optimal,Avoid Phosphate application,Borax + Elemental Sulphur mixture,None
30.6,71,37,Alluvial,cotton,70,37,86,6.971534247,0.7,Optimal,Optimal,High,Ammonium Chloride,Magnesium Sulphate,None
28.5,47,64,Laterite,sugarcane,95,16,21,6.971534247,0.91,High,Low,Low,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,None
23.5,58,86,Alkaline soil,maize,33,23,69,6.971534247,1.35,Low,Low,Optimal,Single Super Phosphate (SSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
22.9,73,45,Laterite,barley,56,20,29,6.971534247,0.65,Optimal,Low,Low,Urea,Borax + Zinc Sulphate mixture,None
20,93,63,Red,groundnut,13,23,44,6.971534247,0.72,Low,Low,Optimal,Monoammonium Phosphate (MAP),Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
25.5,35,30,Red,chickpea,14,89,43,6.46,1.86,Low,High,Optimal,Balanced NPK (maintenance),Ferrous Sulphate,Lime
29.9,73,55,Arid,moong,68,11,61,6.971534247,1.04,Optimal,Low,Optimal,Ammonium Sulphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Organic matter
31.4,63,73,Red,sugarcane,7,81,118,6.971534247,0.86,Low,High,High,Ammonium Sulphate,Ferrous Sulphate + Manganese Sulphate mixture,Organic matter composts
22,43,82,Alkaline soil,maize,60,28,101,6.971534247,1.16,Optimal,Low,High,Monoammonium Phosphate (MAP),Ferrous Sulphate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
23.5,30,68,Black,garlic,83,16,10,6.971534247,0.77,High,Low,Low,Stop K,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
23.2,78,45,Arid,moong,99,18,63,6.971534247,1.17,High,Low,Optimal,Rock Phosphate,Magnesium Sulphate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
25.8,45,55,Laterite,sugarcane,75,46,113,6.971534247,1.46,Optimal,Optimal,High,Stop K,Borax + Ammonium Molybdate mixture,Lime
25.2,63,83,Black,onion,109,14,45,6.971534247,0.82,High,Low,Optimal,Rock Phosphate,Zinc Sulphate + Borax mixture,Sulphur (Tea prefers acidic)
22.5,91,75,Alkaline soil,soyabean,99,36,20,9.17,3.17,High,Optimal,Low,Split N doses,Gypsum + Borax mixture,Organic matter composts
26.8,33,85,Alkaline soil,bajra,94,87,72,6.971534247,1.42,High,High,Optimal,Ammonium Sulphate,Borax + Zinc Sulphate mixture,None
31.5,51,27,Alkaline soil,cotton,97,87,31,6.971534247,0.9,High,High,Low,Ammonium Chloride,Magnesium Sulphate,None
15.6,69,81,Alkaline soil,groundnut,23,88,96,6.971534247,0.85,Low,High,High,Calcium Ammonium Nitrate,Gypsum + Borax mixture,None
26.8,91,75,Alluvial,maize,116,93,50,8.46,1.67,High,High,Optimal,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,Gypsum
25.9,38,61,Clayey,soyabean,17,45,38,6.971534247,0.95,Low,Optimal,Optimal,Urea,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Sulphur
34.8,38,62,Arid,bajra,34,24,82,9.38,2.28,Optimal,Low,Optimal,Stop P,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
19.3,81,19,Black,wheat,79,87,102,7.72,1.71,High,High,High,Ammonium Sulphate,Ferrous Sulphate + Zinc Sulphate mixture,Sulphur
15.1,83,66,Black,jowar,68,46,40,6.971534247,0.75,Optimal,Optimal,Low,Stop K,Magnesium Sulphate,Sulphur
22.3,50,59,Black,mustard,41,10,108,6.971534247,1.15,Optimal,Low,High,Diammonium Phosphate (DAP),Magnesium Sulphate + Zinc Sulphate mixture,None
27.9,38,84,Alluvial,soyabean,13,38,63,6.12,1.08,Low,Optimal,Optimal,Ammonium Nitrate,Gypsum + Borax mixture,Organic matter composts
31.1,62,76,Arid,jowar,64,60,21,6.971534247,1.26,Optimal,High,Low,Monoammonium Phosphate (MAP),Zinc Sulphate,None
18.5,46,41,Arid,jowar,41,55,13,6.971534247,0.72,Optimal,Optimal,Low,Triple Super Phosphate (TSP),Ferrous Sulphate,None
30,91,39,Alluvial,barley,102,88,111,6.971534247,1.45,High,High,High,Reduce N,Borax + Zinc Sulphate mixture,Lime
24.1,53,51,Arid,sugarcane,126,56,100,6.971534247,1.47,High,Optimal,High,Muriate of Potash (MOP),Zinc Sulphate,None
27.7,61,53,Arid,maize,97,62,15,8.11,2.03,High,High,Low,Muriate of Potash (MOP),Borax + Ammonium Molybdate mixture,Organic matter composts
29.4,72,60,Laterite,onion,78,7,32,6.53,1.54,High,Low,Low,Balanced NPK (maintenance),Zinc Sulphate + Borax mixture,Organic matter composts
16.3,82,80,Red,barley,53,98,87,6.971534247,0.54,Optimal,High,High,Avoid N,Magnesium Sulphate + Zinc Sulphate mixture,Wood ash + Biochar
25.5,54,58,Arid,garlic,94,66,18,6.971534247,0.82,High,High,Low,Calcium Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
28.4,89,85,Alkaline soil,wheat,51,39,43,9.22,3.21,Optimal,Optimal,Optimal,Urea,Magnesium Sulphate,Gypsum
23.9,93,50,Alkaline soil,moong,58,41,96,7.26,1.34,Optimal,Optimal,High,Single Super Phosphate (SSP),Magnesium Sulphate,Sulphur
21.6,88,46,Laterite,groundnut,67,82,114,6.971534247,1.06,Optimal,High,High,Stop K,Gypsum + Borax mixture,None
32.7,58,64,Red,sugarcane,102,89,52,6.971534247,1.12,High,High,Optimal,Rock Phosphate,Borax + Ammonium Molybdate mixture,None
25.7,95,60,Alluvial,sugarcane,36,24,21,6.971534247,0.97,Low,Low,Low,Stop K,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
22.5,88,24,Clayey,sugarcane,106,34,24,6.971534247,1.39,High,Optimal,Low,Rock Phosphate,Ammonium Molybdate + Zinc Sulphate mixture,None
10.6,75,52,Alkaline soil,garlic,32,4,44,9.11,4.32,Low,Low,Optimal,Monoammonium Phosphate (MAP),Rhizobium Biofertilizer + Zinc Sulphate mixture,Organic matter composts
33.2,32,39,Red,barley,71,13,96,6.971534247,1.48,Optimal,Low,High,Stop P,Rhizobium Biofertilizer + Zinc Sulphate mixture,Organic matter composts
24.1,41,46,Red,jowar,36,32,101,9.07,3.92,Low,Optimal,High,Ammonium Sulphate,Rhizobium Biofertilizer + Zinc Sulphate mixture,Gypsum + Sulphur
26.3,35,55,Alkaline soil,cotton,98,46,65,6.95,1.95,High,Optimal,Optimal,Avoid Phosphate application,Zinc Sulphate + Manganese Sulphate mixture,Organic matter composts
17,61,49,Clayey,jowar,100,69,89,6.971534247,0.64,High,High,High,Split N doses,Borax + Zinc Sulphate mixture,Gypsum + Sulphur
27.9,38,84,Alluvial,soyabean,13,38,63,6.12,1.08,Low,Optimal,Optimal,Ammonium Nitrate,Gypsum + Borax mixture,Organic matter composts
29.7,83,55,Red,moong,33,30,36,6.971534247,1.06,Optimal,Optimal,Low,Avoid Phosphate application,Manganese Sulphate,Gypsum + Organic matter
30.3,33,73,Black,sugarcane,44,67,81,6.971534247,1.38,Low,High,Optimal,Stop P,Manganese Sulphate,None
20,71,65,Alluvial,wheat,9,19,80,6.971534247,1.34,Low,Low,High,Rock Phosphate,Gypsum + Borax mixture,Sulphur (Tea prefers acidic)
24.3,75,84,Red,maize,72,57,72,6.971534247,0.65,High,Optimal,Optimal,Avoid N,Ferrous Sulphate + Zinc Sulphate mixture,None
24.4,78,50,Clayey,groundnut,64,17,100,6.971534247,1.27,Optimal,Low,High,Balanced NPK (maintenance),Gypsum + Borax mixture,None
29.7,72,86,Alluvial,garlic,70,61,72,9.09,4.25,Optimal,High,Optimal,Calcium Ammonium Nitrate (CAN),Borax + Ammonium Molybdate mixture,Sulphur
20.8,63,77,Alluvial,maize,78,57,77,6.971534247,0.51,Optimal,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Manganese Sulphate,Sulphur
19.8,70,83,Black,groundnut,103,32,46,6.971534247,0.56,High,Optimal,Optimal,Stop P,Zinc Sulphate + Manganese Sulphate mixture,None
22.2,44,71,Clayey,rice,19,33,103,6.971534247,1.21,Low,Optimal,High,Avoid Potash,Gypsum + Borax mixture,None
24.4,71,69,Laterite,sugarcane,69,27,57,6.31,1.22,Optimal,Low,Optimal,Calcium Ammonium Nitrate,Magnesium Sulphate,Sulphur
23.2,59,78,Clayey,moong,21,60,73,6.971534247,1.38,Low,Optimal,Optimal,Single Super Phosphate (SSP),Magnesium Sulphate,None
27.4,63,70,Alluvial,rice,82,97,39,8.29,1.7,Optimal,High,Low,Rock Phosphate,Magnesium Sulphate + Zinc Sulphate mixture,Organic matter composts
26.4,82,50,Black,sugarcane,52,90,45,6.971534247,0.65,Optimal,High,Optimal,Split N doses,Zinc Sulphate + Borax mixture,None
25,57,77,Red,groundnut,110,86,46,6.971534247,1.32,High,High,Optimal,Single Super Phosphate (SSP),Borax + Elemental Sulphur mixture,Wood ash + Biochar
25.6,30,69,Red,onion,74,57,14,6.971534247,1.22,Optimal,Optimal,Low,Avoid Phosphate application,Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
34,65,51,Clayey,sugarcane,26,90,92,9.32,4.2,Low,High,High,Rock Phosphate,Zinc Sulphate + Manganese Sulphate mixture,Gypsum
16.1,74,83,Black,rice,91,71,49,6.971534247,1.25,High,High,Optimal,Ammonium Chloride,Magnesium Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
16.2,84,72,Black,maize,97,30,66,6.971534247,0.52,High,Low,Optimal,Avoid N,Borax + Elemental Sulphur mixture,Compost (Coffee prefers slightly acidic)
23.4,82,40,Alluvial,garlic,60,11,71,6.971534247,1.47,Optimal,Low,Optimal,Split N doses,Zinc Sulphate + Borax mixture,None
32,85,28,Red,moong,69,48,88,6.73,2.04,Optimal,Optimal,High,Stop K,Gypsum + Borax mixture,Sulphur
24.5,33,54,Black,cotton,99,90,37,6.971534247,0.87,High,High,Optimal,Single Super Phosphate (SSP),Magnesium Sulphate,None
15.2,91,43,Alluvial,rice,67,45,94,6.971534247,0.64,Optimal,Optimal,High,Rock Phosphate,Gypsum + Borax mixture,Sulphur (Tea prefers acidic)
21.9,31,19,Alkaline soil,ragi,55,41,69,6.971534247,0.74,Optimal,Optimal,Optimal,Urea,Ammonium Molybdate + Zinc Sulphate mixture,None
29.7,41,48,Red,mustard,29,51,36,6.971534247,0.72,Low,Optimal,Low,Triple Super Phosphate (TSP),Zinc Sulphate + Borax mixture,None
31.2,58,64,Arid,ragi,100,63,92,6.971534247,0.9,High,High,High,Ammonium Sulphate,Magnesium Sulphate,Gypsum + Organic matter
23.9,68,70,Red,maize,84,20,10,6.971534247,1.4,High,Low,Low,Reduce N,Zinc Sulphate,None
24.2,79,84,Alkaline soil,garlic,110,17,70,6.971534247,0.57,High,Low,Optimal,Stop K,Manganese Sulphate,None
23.8,88,78,Laterite,sugarcane,76,42,28,6.971534247,0.54,Optimal,Optimal,Low,Monoammonium Phosphate (MAP),Ammonium Molybdate + Zinc Sulphate mixture,None
28.7,52,50,Alkaline soil,maize,47,29,82,6.971534247,1.34,Optimal,Optimal,High,Split N doses,Zinc Sulphate + Borax mixture,None
31.3,90,60,Black,barley,43,51,49,6.971534247,1.2,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Gypsum + Borax mixture,None
31.4,69,58,Clayey,maize,23,45,105,6.971534247,0.9,Low,Optimal,High,Stop P,Manganese Sulphate,None
27.9,65,24,Alkaline soil,maize,86,6,93,6.971534247,0.82,High,Low,High,Urea,Ferrous Sulphate,None
26.5,53,82,Black,soyabean,26,17,105,6.971534247,1.48,Low,Low,High,Diammonium Phosphate (DAP),Ferrous Sulphate + Zinc Sulphate mixture,Gypsum + Organic matter
19.3,86,58,Clayey,wheat,88,21,111,6.971534247,1.31,High,Low,High,Split N doses,Ferrous Sulphate,Sulphur (Tea prefers acidic)
27.7,68,68,Black,garlic,44,64,95,9.22,2.27,Optimal,High,High,Avoid Potash,Gypsum + Borax mixture,Organic matter composts
26.8,91,75,Alluvial,maize,116,93,50,8.46,1.67,High,High,Optimal,Muriate of Potash (MOP),Borax + Zinc Sulphate mixture,Gypsum
25.7,84,74,Arid,cotton,29,25,22,6.971534247,0.83,Low,Low,Low,Monoammonium Phosphate (MAP),Ferrous Sulphate + Manganese Sulphate mixture,None
28.7,76,34,Alkaline soil,moong,11,74,80,6.971534247,1.33,Low,High,High,Muriate of Potash (MOP),Gypsum + Borax mixture,None
19.4,57,57,Laterite,mustard,31,21,35,6.971534247,0.54,Low,Low,Low,Monoammonium Phosphate (MAP),Zinc Sulphate + Manganese Sulphate mixture,Sulphur (Tea prefers acidic)
31.6,93,67,Red,wheat,47,75,54,6.971534247,1.07,Low,High,Optimal,Reduce N,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
33.5,59,68,Alluvial,ragi,60,9,43,6.971534247,1.02,Optimal,Low,Optimal,Muriate of Potash (MOP),Manganese Sulphate,Lime
21.2,40,62,Clayey,jowar,78,10,89,6.971534247,0.59,High,Low,High,Ammonium Chloride,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum + Organic matter
17.7,81,85,Alluvial,chickpea,57,9,13,6.971534247,1.29,Optimal,Low,Low,Triple Super Phosphate (TSP),Zinc Sulphate + Manganese Sulphate mixture,Lime
19.2,41,61,Clayey,moong,55,87,79,6.971534247,0.9,Optimal,High,Optimal,Calcium Ammonium Nitrate,Borax + Elemental Sulphur mixture,Compost (Coffee prefers slightly acidic)
28.6,32,46,Red,ragi,104,98,34,6.971534247,0.51,High,High,Low,Muriate of Potash (MOP),Rhizobium Biofertilizer + Zinc Sulphate mixture,None
24.4,77,35,Clayey,bajra,113,62,43,6.971534247,1.08,High,Optimal,Optimal,Calcium Ammonium Nitrate,Ferrous Sulphate,None
16.1,46,95,Red,chickpea,46,25,115,6.971534247,0.85,Optimal,Low,High,Urea,Borax + Elemental Sulphur mixture,Sulphur (Tea prefers acidic)
30.4,92,40,Alluvial,moong,88,72,52,6.55,1.36,High,High,Optimal,Balanced NPK (maintenance),Zinc Sulphate + Borax mixture,Organic matter composts
20,93,63,Red,groundnut,13,23,44,6.971534247,0.72,Low,Low,Optimal,Monoammonium Phosphate (MAP),Magnesium Sulphate,Compost (Coffee prefers slightly acidic)
12.5,52,61,Red,moong,60,74,59,6.971534247,0.98,Optimal,High,Optimal,Split N doses,Magnesium Sulphate + Zinc Sulphate mixture,Sulphur (Tea prefers acidic)
15,52,48,Alkaline soil,chickpea,16,29,41,6.971534247,0.52,Low,Low,Optimal,Calcium Ammonium Nitrate (CAN),Magnesium Sulphate,Gypsum
35.5,93,63,Alluvial,sugarcane,98,57,74,9.45,2.99,High,Optimal,Optimal,Calcium Ammonium Nitrate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum
24,75,76,Black,ragi,80,80,108,6.971534247,0.99,Optimal,High,High,Ammonium Nitrate,Borax + Ammonium Molybdate mixture,Compost (Coffee prefers slightly acidic)
23.2,84,62,Red,ragi,74,81,111,6.971534247,1.01,Optimal,High,High,Avoid Potash,Borax + Zinc Sulphate mixture,None
32.9,73,82,Arid,mustard,114,82,33,6.971534247,0.68,High,High,Low,Stop P,Borax + Ammonium Molybdate mixture,None
29.8,90,58,Arid,moong,88,72,70,6.971534247,1.02,High,High,Optimal,Ammonium Sulphate,Borax + Zinc Sulphate mixture,Gypsum + Organic matter
13.4,89,68,Arid,rice,36,83,113,9.03,2.39,Low,High,High,Ammonium Sulphate,Zinc Sulphate,Gypsum + Sulphur
21.6,48,58,Black,sugarcane,5,18,26,6.971534247,0.52,Low,Low,Low,Ammonium Sulphate,Magnesium Sulphate,Sulphur (Tea prefers acidic)
28.5,31,79,Clayey,jowar,99,52,113,6.971534247,1.12,High,Optimal,High,Avoid Potash,Rhizobium Biofertilizer + Zinc Sulphate mixture,None
31.9,92,73,Alkaline soil,maize,44,63,110,7.46,1.05,Optimal,High,High,Stop K,Ammonium Molybdate + Zinc Sulphate mixture,Gypsum
24.2,74,35,Laterite,sugarcane,74,99,111,6.971534247,0.99,Optimal,High,High,Split N doses,Ferrous Sulphate + Manganese Sulphate mixture,None
30.6,93,83,Black,chickpea,24,29,20,6.971534247,1.21,Low,Low,Low,Avoid Phosphate application,Magnesium Sulphate,Wood ash + Biochar
34.7,70,36,Alkaline soil,wheat,53,63,76,6.83,1.75,Optimal,High,Optimal,Split N doses,Zinc Sulphate + Borax mixture,Gypsum
26.1,56,66,Alkaline soil,maize,59,33,36,6.971534247,0.94,Optimal,Optimal,Optimal,Rock Phosphate,Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Sulphur
22.1,65,33,Red,soyabean,78,23,75,6.971534247,0.76,High,Low,Optimal,Split N doses,Borax + Ammonium Molybdate mixture,None
30.9,42,19,Red,barley,66,92,113,6.971534247,0.79,Optimal,High,High,Ammonium Sulphate,Ammonium Molybdate + Zinc Sulphate mixture,None
21.6,34,47,Red,bajra,124,9,35,6.971534247,0.7,High,Low,Optimal,Reduce N,Magnesium Sulphate + Zinc Sulphate mixture,None
37.1,84,66,Laterite,chickpea,102,17,73,6.971534247,0.53,High,Low,Optimal,Triple Super Phosphate (TSP),Ferrous Sulphate,None
37.9,71,48,Clayey,cotton,115,88,106,6.971534247,1.34,High,High,High,Triple Super Phosphate (TSP),Ferrous Sulphate + Manganese Sulphate mixture,Gypsum + Organic matter
12.8,49,35,Clayey,cotton,24,7,68,6.971534247,0.85,Low,Low,Optimal,Diammonium Phosphate (DAP),Ferrous Sulphate + Manganese Sulphate mixture,Wood ash + Biochar
30.2,76,37,Alluvial,maize,80,89,118,6.971534247,1.39,High,High,High,Balanced NPK (maintenance),Ferrous Sulphate + Manganese Sulphate mixture,None
17.8,53,34,Clayey,groundnut,26,56,60,9.41,2.73,Low,Optimal,Optimal,Diammonium Phosphate (DAP),Zinc Sulphate,Gypsum + Sulphur
15.2,91,43,Alluvial,rice,67,45,94,6.971534247,0.64,Optimal,Optimal,High,Rock Phosphate,Gypsum + Borax mixture,Sulphur (Tea prefers acidic)
15.8,94,40,Clayey,barley,79,25,29,6.971534247,1.18,Optimal,Low,Low,Calcium Ammonium Nitrate,Ferrous Sulphate + Zinc Sulphate mixture,Compost (Coffee prefers slightly acidic)
29.9,94,45,Arid,moong,44,56,61,6.971534247,0.57,Optimal,Optimal,Optimal,Calcium Ammonium Nitrate (CAN),Borax + Elemental Sulphur mixture,Lime
