Nitrogen(mg/kg),Phosphorus(mg/kg),Potassium(mg/kg),Crop_Type,pH,Electrical_Conductivity,Soil_Moisture,Soil_Temperture,N_Status,P_Status,K_Status,Primary_Fertilizer,pH_Amendment
183,32,130,Wheat,6.15,2417,76,24,Low,Optimal,Low,sulphate_of_potash_sop,Agricultural Lime
148,16,147,Garlic,6.67,2221,64,20,Optimal,Low,Low,single_super_phosphate_ssp,Agricultural Lime
93,19,140,Chickpea,6.82,3433,52,24,Optimal,Low,Low,urea_ammonium_nitrate_uan,Wood Ash
138,11,75,Soybean,7.19,3110,76,20,Low,Optimal,Low,ammonium_chloride,Hydrated Lime
120,18,171,Mustard,7.16,2216,62,24,Optimal,Low,Low,urea_dap_mixture,Agricultural Lime
170,25,72,Onion,6.02,2825,79,28,Low,Optimal,Low,urea_mop_mixture,Ferrous Sulphate
180,29,198,Ragi,6.52,3096,67,25,Low,Optimal,Optimal,potassium_carbonate,Elemental Sulphur
130,16,192,Wheat,6.36,1980,75,28,Low,Optimal,Low,urea,Balance Maintain
127,21,165,Garlic,7.72,902,66,19,Optimal,Optimal,Low,rock_phosphate,Hydrated Lime
168,29,104,Jowar,5.85,1194,80,22,Low,Optimal,Optimal,muriate_of_potash_mop,Dolomite
124,16,114,Rice,7.26,3145,59,17,Optimal,Low,Optimal,diammonium_phosphate_dap,Elemental Sulphur
132,21,144,Moong,6.23,2746,50,30,Optimal,Optimal,Low,ammonium_nitrate,Ferrous Sulphate
55,12,142,Moong,6.04,3423,63,23,Optimal,Low,Low,potassium_nitrate,Hydrated Lime
90,16,78,Mustard,6.16,1054,75,23,Optimal,Optimal,Optimal,potassium_carbonate,Gypsum
109,25,133,Barley,6.81,2468,65,23,Low,Low,Optimal,urea,Agricultural Lime
133,11,125,Garlic,8.32,3095,59,29,Optimal,Optimal,Low,muriate_of_potash_mop,Aluminium Sulphate
62,10,98,Groundnut,7.77,2024,74,23,Low,Low,Low,dap_mop_mixture,Agricultural Lime
167,13,130,Ragi,7.99,1105,50,26,Low,Low,Low,monoammonium_phosphate_map,Gypsum
194,35,123,Sugarcane,6.68,1488,72,15,Optimal,Optimal,Optimal,ammonium_chloride,Ammonium Sulphate
183,27,163,Jowar,7.94,1159,61,20,Low,Optimal,Low,monoammonium_phosphate_map,Ferrous Sulphate
46,24,100,Jowar,5.83,2101,62,23,Optimal,Low,Low,potassium_nitrate,Ferrous Sulphate
162,13,103,Chickpea,6.8,1954,75,22,Optimal,Optimal,Optimal,ammonium_nitrate,Agricultural Lime
173,17,128,Soybean,5.68,1784,54,27,Low,Low,Low,rock_phosphate,Agricultural Lime
136,11,125,Chickpea,5.87,3100,59,29,Optimal,Optimal,Low,triple_super_phosphate_tsp,Balance Maintain
197,21,78,Ragi,5.94,2920,68,22,Optimal,Low,Optimal,urea,Quicklime
172,29,93,Onion,7.41,990,74,21,Optimal,Low,Optimal,sulphate_of_potash_sop,Elemental Sulphur
67,17,157,Jowar,6.19,3082,60,30,Low,Optimal,Optimal,balanced_npk_maintenance,Quicklime
61,24,64,Soybean,6.37,2137,66,28,Optimal,Low,Optimal,urea,Aluminium Sulphate
103,21,108,Chickpea,6.17,1275,70,24,Low,Optimal,Optimal,single_super_phosphate_ssp,Gypsum
199,30,139,Ragi,7.22,2499,76,30,Optimal,Optimal,Optimal,urea,Agricultural Lime
124,15,175,Maize,7.89,961,67,20,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Ammonium Sulphate
194,33,148,Bajra,5.88,2999,73,28,Low,Low,Optimal,urea_mop_mixture,Wood Ash
96,15,141,Bajra,6.35,3119,51,21,Low,Low,Optimal,ammonium_chloride,Aluminium Sulphate
49,20,174,Maize,7.16,1733,68,23,Low,Optimal,Low,ammonium_sulphate,Elemental Sulphur
191,25,172,Onion,6.33,3152,54,27,Optimal,Optimal,Low,sulphate_of_potash_sop,Hydrated Lime
72,19,197,Cotton,8.33,1957,75,22,Low,Optimal,Optimal,diammonium_phosphate_dap,Dolomite
153,25,152,Jowar,7.99,2298,69,30,Low,Low,Optimal,rock_phosphate,Agricultural Lime
119,14,142,Sugarcane,8.28,2514,55,27,Optimal,Optimal,Low,potassium_carbonate,Quicklime
40,19,147,Rice,6.5,2679,71,22,Optimal,Optimal,Low,triple_super_phosphate_tsp,Wood Ash
149,14,165,Jowar,5.6,1362,57,30,Optimal,Optimal,Low,monoammonium_phosphate_map,Wood Ash
50,16,174,Barley,7.38,1839,57,26,Low,Low,Low,calcium_ammonium_nitrate_can,Dolomite
163,31,131,Garlic,7.68,2019,70,25,Optimal,Optimal,Optimal,urea_dap_mixture,Gypsum
81,27,65,Ragi,7.75,3440,62,25,Low,Optimal,Optimal,balanced_npk_maintenance,Gypsum
165,23,60,Rice,8.15,824,72,27,Low,Low,Low,rock_phosphate,Ammonium Sulphate
90,34,138,Sugarcane,5.81,1359,53,29,Low,Optimal,Low,sulphate_of_potash_sop,Balance Maintain
166,14,153,Maize,5.61,3395,55,16,Low,Optimal,Optimal,calcium_ammonium_nitrate_can,Hydrated Lime
122,18,66,Garlic,7.27,2759,53,28,Low,Low,Low,rock_phosphate,Balance Maintain
189,25,121,Ragi,8.45,1960,71,17,Optimal,Low,Optimal,urea,Ferrous Sulphate
87,15,183,Onion,8.34,1864,54,22,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Ferrous Sulphate
173,22,134,Sugarcane,6.43,1592,79,22,Optimal,Low,Low,potassium_magnesium_sulphate,Aluminium Sulphate
154,14,123,Mustard,5.54,1095,65,18,Optimal,Optimal,Optimal,potassium_nitrate,Dolomite
48,14,60,Ragi,6.52,2049,53,30,Low,Optimal,Low,urea,Aluminium Sulphate
107,14,143,Wheat,5.77,3351,55,16,Low,Optimal,Low,single_super_phosphate_ssp,Aluminium Sulphate
196,29,89,Ragi,6.31,1879,67,27,Optimal,Optimal,Low,urea_dap_mixture,Ferrous Sulphate
159,29,182,Mustard,6.28,1864,60,19,Low,Optimal,Low,single_super_phosphate_ssp,Aluminium Sulphate
129,31,193,Jowar,7.4,2342,71,29,Low,Low,Low,urea,Ammonium Sulphate
184,22,125,Garlic,6.74,2394,58,21,Low,Optimal,Optimal,potassium_nitrate,Ammonium Sulphate
96,20,138,Sugarcane,6.06,3417,57,19,Optimal,Optimal,Optimal,ammonium_sulphate,Agricultural Lime
88,34,189,Mustard,6.72,1916,71,25,Low,Optimal,Low,urea_ammonium_nitrate_uan,Wood Ash
108,34,121,Mustard,7.3,1419,78,15,Optimal,Low,Low,potassium_magnesium_sulphate,Balance Maintain
64,33,93,Barley,8.1,2939,56,18,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Quicklime
196,30,78,Onion,5.86,3422,65,16,Low,Optimal,Optimal,single_super_phosphate_ssp,Wood Ash
171,14,103,Mustard,8.26,2170,71,24,Low,Low,Optimal,ammonium_chloride,Agricultural Lime
84,29,187,Ragi,7.11,2936,63,20,Optimal,Low,Optimal,triple_super_phosphate_tsp,Quicklime
173,32,128,Maize,7.49,922,79,28,Low,Optimal,Optimal,urea_mop_mixture,Agricultural Lime
101,10,168,Onion,7.25,1208,76,17,Optimal,Optimal,Low,monoammonium_phosphate_map,Wood Ash
133,26,108,Sugarcane,6.8,3104,64,30,Low,Optimal,Optimal,diammonium_phosphate_dap,Wood Ash
171,25,136,Bajra,7.96,2014,56,28,Low,Low,Low,ammonium_nitrate,Wood Ash
180,35,165,Soybean,6.61,1012,69,27,Optimal,Optimal,Low,triple_super_phosphate_tsp,Agricultural Lime
174,30,192,Jowar,8.1,1899,58,30,Low,Low,Low,urea_dap_mixture,Agricultural Lime
141,24,93,Jowar,7.71,3099,61,17,Low,Low,Low,triple_super_phosphate_tsp,Agricultural Lime
180,16,122,Garlic,7.96,838,66,28,Low,Low,Low,calcium_ammonium_nitrate_can,Ammonium Sulphate
44,12,118,Barley,7.98,1603,79,24,Low,Optimal,Low,ammonium_chloride,Elemental Sulphur
48,14,96,Barley,5.54,1023,78,20,Low,Optimal,Low,potassium_nitrate,Hydrated Lime
164,35,78,Groundnut,5.93,2729,78,27,Low,Low,Low,calcium_ammonium_nitrate_can,Gypsum
149,30,60,Groundnut,7.83,3231,68,29,Optimal,Optimal,Optimal,potassium_carbonate,Agricultural Lime
189,34,171,Jowar,7.34,2700,80,26,Optimal,Optimal,Low,muriate_of_potash_mop,Hydrated Lime
186,22,188,Rice,8.35,947,76,29,Low,Optimal,Low,urea_mop_mixture,Hydrated Lime
177,34,143,Cotton,8.49,2159,58,21,Low,Low,Optimal,urea_ammonium_nitrate_uan,Aluminium Sulphate
101,35,127,Chickpea,6.25,3415,54,25,Optimal,Optimal,Low,potassium_carbonate,Dolomite
172,34,78,Chickpea,7.6,3440,57,28,Low,Low,Low,monoammonium_phosphate_map,Quicklime
155,32,154,Groundnut,6.22,1483,65,28,Low,Low,Low,balanced_npk_maintenance,Hydrated Lime
58,18,140,Garlic,7.81,1001,68,17,Low,Optimal,Low,diammonium_phosphate_dap,Hydrated Lime
181,29,115,Onion,7.69,1608,61,22,Optimal,Optimal,Optimal,ammonium_sulphate,Quicklime
182,19,67,Moong,6.29,1114,63,19,Low,Optimal,Low,rock_phosphate,Ferrous Sulphate
67,25,119,Mustard,6.19,2844,52,22,Optimal,Optimal,Low,ammonium_sulphate,Gypsum
85,33,76,Barley,5.61,3042,71,24,Optimal,Optimal,Low,diammonium_phosphate_dap,Wood Ash
74,14,120,Rice,6.98,3072,80,15,Optimal,Optimal,Low,rock_phosphate,Dolomite
62,28,103,Soybean,6.48,3282,62,30,Low,Low,Optimal,muriate_of_potash_mop,Quicklime
169,33,199,Soybean,6.12,3443,79,18,Low,Low,Optimal,monoammonium_phosphate_map,Quicklime
68,27,196,Maize,6.11,2200,57,18,Low,Low,Low,sulphate_of_potash_sop,Balance Maintain
148,31,85,Groundnut,7.33,1421,61,20,Optimal,Optimal,Optimal,ammonium_nitrate,Balance Maintain
178,17,133,Maize,8.49,3317,56,23,Low,Low,Low,ammonium_sulphate,Ferrous Sulphate
95,33,65,Rice,6.24,3184,70,15,Low,Optimal,Low,dap_mop_mixture,Quicklime
180,21,97,Jowar,8.4,2683,56,15,Optimal,Low,Low,rock_phosphate,Agricultural Lime
180,14,178,Maize,6.77,2615,61,29,Optimal,Optimal,Optimal,calcium_ammonium_nitrate_can,Elemental Sulphur
118,12,73,Groundnut,6.42,1581,59,22,Optimal,Low,Optimal,potassium_magnesium_sulphate,Ammonium Sulphate
106,17,70,Sugarcane,6.6,1896,80,23,Low,Low,Optimal,balanced_npk_maintenance,Ferrous Sulphate
147,21,196,Cotton,6.12,1166,57,24,Optimal,Optimal,Optimal,monoammonium_phosphate_map,Aluminium Sulphate
72,28,114,Jowar,7.19,918,73,20,Optimal,Optimal,Low,potassium_carbonate,Ammonium Sulphate
120,28,119,Barley,7.2,3162,63,29,Low,Low,Optimal,calcium_ammonium_nitrate_can,Gypsum
162,29,62,Rice,7.92,3081,59,22,Optimal,Optimal,Optimal,calcium_ammonium_nitrate_can,Agricultural Lime
153,18,199,Sugarcane,7.41,1986,67,23,Low,Low,Low,sulphate_of_potash_sop,Gypsum
135,11,93,Wheat,5.86,3414,59,29,Optimal,Low,Low,monoammonium_phosphate_map,Agricultural Lime
161,11,115,Jowar,7.0,2032,60,15,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Ferrous Sulphate
155,19,199,Jowar,7.19,963,78,16,Low,Optimal,Optimal,urea_ammonium_nitrate_uan,Wood Ash
113,30,113,Bajra,7.46,1746,59,16,Low,Low,Optimal,calcium_ammonium_nitrate_can,Agricultural Lime
167,16,107,Ragi,6.21,2738,80,20,Optimal,Optimal,Low,diammonium_phosphate_dap,Balance Maintain
107,17,110,Chickpea,5.72,2466,80,22,Low,Low,Optimal,ammonium_chloride,Ferrous Sulphate
79,24,156,Cotton,7.17,3430,52,30,Low,Low,Optimal,monoammonium_phosphate_map,Gypsum
109,35,137,Ragi,6.77,3485,58,30,Low,Optimal,Low,ammonium_nitrate,Ammonium Sulphate
174,27,169,Bajra,8.14,2961,77,28,Low,Low,Optimal,diammonium_phosphate_dap,Aluminium Sulphate
50,24,174,Bajra,5.85,1994,61,22,Optimal,Low,Optimal,sulphate_of_potash_sop,Agricultural Lime
110,23,175,Barley,7.48,845,75,26,Optimal,Low,Low,ammonium_chloride,Ammonium Sulphate
106,11,124,Garlic,6.73,1282,65,24,Optimal,Optimal,Optimal,ammonium_sulphate,Agricultural Lime
116,20,139,Moong,5.97,1491,77,24,Optimal,Optimal,Low,ammonium_chloride,Quicklime
110,22,122,Garlic,6.11,3303,68,25,Optimal,Low,Optimal,diammonium_phosphate_dap,Balance Maintain
164,23,100,Moong,5.7,3190,64,24,Optimal,Optimal,Low,urea_mop_mixture,Ammonium Sulphate
63,22,169,Ragi,6.68,1680,72,24,Optimal,Optimal,Optimal,rock_phosphate,Elemental Sulphur
56,34,194,Wheat,6.85,1086,56,19,Optimal,Low,Low,rock_phosphate,Aluminium Sulphate
140,28,64,Soybean,6.12,2893,79,16,Optimal,Low,Low,monoammonium_phosphate_map,Ferrous Sulphate
171,30,175,Wheat,7.75,3257,70,18,Low,Optimal,Optimal,urea,Quicklime
42,20,95,Onion,6.36,2201,51,25,Low,Optimal,Optimal,potassium_nitrate,Balance Maintain
62,14,67,Chickpea,6.72,2841,53,25,Optimal,Optimal,Optimal,potassium_nitrate,Hydrated Lime
161,21,111,Barley,7.69,3025,56,21,Optimal,Optimal,Optimal,ammonium_sulphate,Gypsum
131,20,152,Chickpea,7.93,1601,69,15,Low,Low,Low,potassium_nitrate,Elemental Sulphur
55,14,123,Rice,6.91,3274,61,20,Low,Optimal,Low,urea_mop_mixture,Dolomite
159,14,64,Wheat,6.09,1383,56,22,Low,Low,Optimal,monoammonium_phosphate_map,Balance Maintain
161,18,73,Bajra,7.54,1060,50,16,Optimal,Optimal,Optimal,sulphate_of_potash_sop,Quicklime
136,27,191,Barley,5.63,2022,57,15,Low,Optimal,Optimal,ammonium_nitrate,Ferrous Sulphate
117,23,104,Barley,8.0,2168,70,16,Low,Optimal,Low,ammonium_sulphate,Hydrated Lime
156,25,82,Rice,6.35,1230,72,17,Optimal,Optimal,Optimal,ammonium_sulphate,Gypsum
124,16,127,Onion,7.14,2807,69,27,Low,Low,Low,triple_super_phosphate_tsp,Dolomite
59,29,108,Wheat,8.45,1916,77,25,Low,Low,Low,urea_dap_mixture,Quicklime
174,27,198,Mustard,6.47,3000,65,30,Low,Low,Low,ammonium_chloride,Agricultural Lime
170,17,116,Ragi,6.82,2038,66,23,Low,Optimal,Optimal,monoammonium_phosphate_map,Aluminium Sulphate
64,19,130,Barley,6.6,875,67,26,Low,Optimal,Low,balanced_npk_maintenance,Wood Ash
151,29,164,Garlic,5.58,3344,66,28,Low,Low,Optimal,potassium_magnesium_sulphate,Elemental Sulphur
73,33,181,Mustard,6.25,2934,76,25,Low,Optimal,Optimal,single_super_phosphate_ssp,Balance Maintain
199,29,99,Garlic,8.25,3410,79,19,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Agricultural Lime
146,29,129,Moong,5.87,1388,75,27,Low,Low,Low,potassium_nitrate,Gypsum
195,30,147,Wheat,8.17,2384,66,24,Low,Low,Optimal,diammonium_phosphate_dap,Elemental Sulphur
144,30,132,Groundnut,7.79,926,50,30,Optimal,Low,Low,potassium_magnesium_sulphate,Balance Maintain
86,26,158,Wheat,8.48,3362,68,18,Low,Optimal,Optimal,dap_mop_mixture,Balance Maintain
178,19,86,Onion,7.48,937,77,26,Low,Low,Low,sulphate_of_potash_sop,Ammonium Sulphate
85,12,74,Mustard,7.03,3349,52,17,Optimal,Low,Optimal,monoammonium_phosphate_map,Gypsum
99,11,127,Sugarcane,5.94,3219,73,19,Optimal,Optimal,Low,diammonium_phosphate_dap,Hydrated Lime
147,13,105,Ragi,7.57,2610,54,17,Optimal,Low,Low,muriate_of_potash_mop,Aluminium Sulphate
52,33,179,Ragi,7.03,2101,72,19,Low,Low,Low,diammonium_phosphate_dap,Dolomite
118,21,133,Mustard,7.01,1616,65,22,Low,Low,Low,diammonium_phosphate_dap,Ammonium Sulphate
173,17,165,Moong,6.31,1909,69,20,Low,Optimal,Optimal,potassium_nitrate,Ammonium Sulphate
144,33,137,Maize,6.42,962,61,17,Low,Low,Low,dap_mop_mixture,Elemental Sulphur
52,28,194,Wheat,5.97,2612,63,28,Optimal,Optimal,Low,potassium_carbonate,Quicklime
157,11,191,Garlic,7.67,3333,64,23,Optimal,Low,Optimal,monoammonium_phosphate_map,Dolomite
192,15,111,Garlic,6.83,3468,70,30,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Quicklime
87,25,140,Garlic,6.67,1758,67,22,Low,Low,Low,urea_dap_mixture,Quicklime
183,16,102,Ragi,6.14,1440,78,16,Optimal,Optimal,Optimal,potassium_carbonate,Ammonium Sulphate
50,27,72,Barley,6.86,1840,77,22,Low,Optimal,Low,diammonium_phosphate_dap,Aluminium Sulphate
121,35,72,Soybean,6.29,1654,53,16,Low,Low,Low,urea_ammonium_nitrate_uan,Ammonium Sulphate
103,23,196,Jowar,6.46,1447,68,15,Low,Optimal,Optimal,potassium_carbonate,Ammonium Sulphate
76,14,156,Onion,7.51,3228,74,17,Low,Optimal,Low,monoammonium_phosphate_map,Balance Maintain
83,11,151,Garlic,7.87,2045,62,25,Low,Low,Optimal,sulphate_of_potash_sop,Dolomite
116,13,161,Bajra,6.72,1465,79,28,Optimal,Low,Low,urea_mop_mixture,Hydrated Lime
106,15,188,Groundnut,7.21,3474,62,28,Low,Optimal,Optimal,dap_mop_mixture,Gypsum
115,25,177,Barley,5.67,2839,71,26,Low,Optimal,Low,ammonium_sulphate,Hydrated Lime
97,18,114,Groundnut,6.43,3321,56,30,Optimal,Optimal,Low,rock_phosphate,Ammonium Sulphate
41,14,144,Wheat,6.29,2007,68,29,Low,Low,Low,diammonium_phosphate_dap,Gypsum
40,35,106,Mustard,5.57,2437,53,28,Optimal,Optimal,Low,rock_phosphate,Aluminium Sulphate
95,23,75,Rice,6.81,2982,79,20,Optimal,Low,Optimal,rock_phosphate,Quicklime
75,11,90,Garlic,6.25,1419,60,27,Low,Low,Optimal,triple_super_phosphate_tsp,Ammonium Sulphate
62,15,138,Moong,7.54,3174,56,22,Optimal,Low,Low,ammonium_chloride,Agricultural Lime
145,32,114,Jowar,6.04,2794,60,25,Optimal,Optimal,Optimal,muriate_of_potash_mop,Gypsum
182,21,118,Mustard,7.55,1063,62,19,Optimal,Optimal,Low,urea,Quicklime
116,12,94,Rice,8.36,2104,64,20,Optimal,Optimal,Low,dap_mop_mixture,Wood Ash
54,34,152,Ragi,8.06,1347,71,20,Low,Low,Optimal,dap_mop_mixture,Wood Ash
128,24,109,Groundnut,7.23,2533,78,17,Optimal,Low,Low,monoammonium_phosphate_map,Balance Maintain
125,33,124,Bajra,6.92,998,69,24,Low,Optimal,Low,calcium_ammonium_nitrate_can,Gypsum
98,13,69,Bajra,7.67,1726,67,28,Low,Low,Optimal,monoammonium_phosphate_map,Balance Maintain
184,14,97,Moong,5.71,1538,79,30,Low,Optimal,Optimal,muriate_of_potash_mop,Dolomite
86,21,91,Chickpea,8.32,1419,63,25,Low,Optimal,Low,urea,Ferrous Sulphate
60,31,63,Bajra,7.12,1917,66,24,Optimal,Low,Low,ammonium_sulphate,Quicklime
125,15,83,Cotton,8.44,1020,55,21,Low,Low,Low,potassium_nitrate,Gypsum
179,16,103,Onion,7.98,2255,77,21,Optimal,Optimal,Low,ammonium_chloride,Quicklime
192,34,126,Bajra,8.03,3227,55,30,Low,Low,Low,dap_mop_mixture,Hydrated Lime
120,29,179,Sugarcane,5.6,1666,79,28,Low,Optimal,Optimal,balanced_npk_maintenance,Ferrous Sulphate
132,16,112,Ragi,6.96,2794,60,26,Optimal,Optimal,Low,sulphate_of_potash_sop,Quicklime
41,31,146,Moong,6.07,3270,76,17,Optimal,Optimal,Low,triple_super_phosphate_tsp,Elemental Sulphur
131,17,68,Moong,6.38,3432,50,21,Optimal,Low,Low,ammonium_chloride,Dolomite
108,27,146,Mustard,8.4,2931,61,28,Optimal,Low,Optimal,potassium_magnesium_sulphate,Elemental Sulphur
171,34,110,Chickpea,6.38,1847,65,21,Optimal,Low,Low,urea_mop_mixture,Balance Maintain
168,29,181,Barley,7.74,1141,59,30,Optimal,Low,Optimal,monoammonium_phosphate_map,Ammonium Sulphate
137,15,182,Bajra,6.39,925,74,18,Low,Optimal,Optimal,urea_mop_mixture,Hydrated Lime
114,20,184,Soybean,7.49,3315,53,25,Optimal,Optimal,Low,urea,Elemental Sulphur
56,26,105,Jowar,7.66,1531,75,22,Low,Optimal,Optimal,rock_phosphate,Quicklime
48,35,153,Mustard,8.44,2227,67,29,Optimal,Low,Low,ammonium_chloride,Aluminium Sulphate
111,17,137,Soybean,7.45,1887,66,20,Optimal,Low,Optimal,monoammonium_phosphate_map,Balance Maintain
138,19,79,Bajra,6.09,2972,61,24,Low,Optimal,Optimal,calcium_ammonium_nitrate_can,Aluminium Sulphate
85,21,184,Onion,6.73,3016,63,21,Optimal,Low,Optimal,potassium_nitrate,Quicklime
193,17,82,Cotton,7.16,2496,71,19,Low,Low,Optimal,diammonium_phosphate_dap,Balance Maintain
77,24,131,Moong,7.7,1076,61,26,Low,Optimal,Optimal,urea_dap_mixture,Dolomite
123,14,63,Jowar,7.66,2123,53,27,Low,Optimal,Optimal,potassium_magnesium_sulphate,Wood Ash
136,15,160,Wheat,7.99,3298,58,15,Optimal,Low,Low,potassium_nitrate,Ammonium Sulphate
111,25,151,Jowar,6.19,2597,56,16,Low,Optimal,Low,muriate_of_potash_mop,Hydrated Lime
64,12,188,Moong,6.41,2846,65,24,Low,Low,Optimal,urea,Ferrous Sulphate
57,27,91,Sugarcane,7.26,979,75,30,Optimal,Low,Optimal,rock_phosphate,Gypsum
167,26,169,Ragi,6.95,2723,59,20,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Hydrated Lime
137,17,200,Chickpea,6.3,1548,52,19,Low,Low,Optimal,potassium_nitrate,Elemental Sulphur
141,24,131,Sugarcane,7.39,2935,61,22,Low,Optimal,Optimal,muriate_of_potash_mop,Ferrous Sulphate
147,30,95,Cotton,5.95,2660,80,28,Low,Low,Optimal,urea,Gypsum
96,16,84,Garlic,6.87,1610,58,24,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Aluminium Sulphate
183,31,198,Cotton,7.0,2931,51,29,Optimal,Low,Optimal,potassium_magnesium_sulphate,Ferrous Sulphate
185,34,116,Cotton,8.19,1316,77,28,Optimal,Low,Optimal,rock_phosphate,Wood Ash
129,33,100,Sugarcane,5.92,1308,79,26,Low,Optimal,Low,urea_ammonium_nitrate_uan,Aluminium Sulphate
187,13,174,Groundnut,5.94,2730,76,21,Low,Optimal,Optimal,dap_mop_mixture,Aluminium Sulphate
172,24,183,Onion,5.74,2714,68,16,Low,Low,Low,monoammonium_phosphate_map,Hydrated Lime
124,26,160,Maize,7.92,3091,50,23,Low,Optimal,Optimal,dap_mop_mixture,Ammonium Sulphate
156,18,192,Onion,7.62,1941,75,15,Low,Optimal,Optimal,calcium_ammonium_nitrate_can,Balance Maintain
166,31,145,Sugarcane,7.63,2100,52,26,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Quicklime
189,22,139,Barley,7.18,1192,60,20,Optimal,Low,Optimal,potassium_carbonate,Wood Ash
170,22,128,Ragi,7.57,2036,52,24,Low,Low,Low,rock_phosphate,Quicklime
149,25,153,Groundnut,5.97,2270,76,20,Optimal,Low,Low,balanced_npk_maintenance,Hydrated Lime
142,17,65,Cotton,6.32,1189,56,19,Optimal,Low,Low,ammonium_nitrate,Balance Maintain
52,23,113,Soybean,5.9,2408,61,24,Optimal,Optimal,Low,potassium_carbonate,Balance Maintain
88,23,123,Garlic,6.34,2042,75,22,Optimal,Low,Optimal,dap_mop_mixture,Ammonium Sulphate
172,26,116,Barley,5.73,2278,72,26,Optimal,Optimal,Low,ammonium_sulphate,Balance Maintain
73,19,100,Barley,6.85,1865,54,23,Low,Low,Low,urea_dap_mixture,Dolomite
106,14,153,Moong,7.89,3055,64,30,Low,Optimal,Optimal,diammonium_phosphate_dap,Ammonium Sulphate
109,13,171,Barley,7.99,2590,65,25,Low,Optimal,Low,urea_ammonium_nitrate_uan,Hydrated Lime
92,18,170,Cotton,5.88,2289,74,28,Optimal,Low,Low,ammonium_chloride,Hydrated Lime
59,10,169,Groundnut,6.38,2017,54,23,Low,Optimal,Optimal,ammonium_nitrate,Aluminium Sulphate
165,28,189,Jowar,5.74,900,78,17,Low,Low,Low,urea_ammonium_nitrate_uan,Elemental Sulphur
160,32,127,Rice,7.65,3476,78,18,Optimal,Low,Optimal,potassium_nitrate,Wood Ash
58,12,81,Sugarcane,6.86,2316,75,21,Low,Low,Low,calcium_ammonium_nitrate_can,Elemental Sulphur
76,21,117,Sugarcane,8.2,2821,58,23,Optimal,Optimal,Low,urea_dap_mixture,Elemental Sulphur
138,35,95,Soybean,6.39,949,78,19,Optimal,Optimal,Optimal,potassium_magnesium_sulphate,Balance Maintain
44,22,138,Jowar,7.69,1841,63,16,Optimal,Optimal,Optimal,single_super_phosphate_ssp,Balance Maintain
43,15,175,Moong,7.88,2861,50,20,Optimal,Low,Low,ammonium_chloride,Dolomite
40,31,154,Maize,7.93,1606,74,21,Optimal,Low,Low,ammonium_nitrate,Aluminium Sulphate
140,30,99,Chickpea,8.14,3183,74,16,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Elemental Sulphur
132,35,77,Cotton,7.08,910,53,16,Low,Optimal,Low,dap_mop_mixture,Aluminium Sulphate
80,27,184,Soybean,7.9,3309,67,24,Optimal,Optimal,Optimal,ammonium_sulphate,Ammonium Sulphate
158,32,159,Garlic,6.26,3219,66,24,Low,Low,Low,urea_ammonium_nitrate_uan,Elemental Sulphur
80,31,91,Wheat,8.39,2277,78,29,Optimal,Low,Optimal,urea_ammonium_nitrate_uan,Gypsum
154,19,130,Chickpea,7.18,2081,78,25,Optimal,Optimal,Optimal,urea_mop_mixture,Agricultural Lime
121,13,161,Sugarcane,5.69,1850,51,27,Low,Low,Optimal,potassium_magnesium_sulphate,Aluminium Sulphate
193,20,192,Maize,6.56,2505,52,29,Low,Optimal,Low,single_super_phosphate_ssp,Agricultural Lime
98,32,91,Ragi,5.66,2690,50,19,Optimal,Optimal,Optimal,urea_ammonium_nitrate_uan,Dolomite
58,24,182,Chickpea,7.31,2916,75,16,Optimal,Low,Optimal,ammonium_chloride,Dolomite
184,17,193,Soybean,5.95,2417,80,25,Low,Optimal,Optimal,ammonium_chloride,Balance Maintain
59,23,156,Cotton,7.97,2495,64,15,Low,Low,Low,urea,Aluminium Sulphate
67,12,169,Garlic,6.78,1718,50,24,Optimal,Optimal,Optimal,triple_super_phosphate_tsp,Quicklime
177,32,89,Garlic,5.8,1466,54,30,Optimal,Low,Low,balanced_npk_maintenance,Ferrous Sulphate
192,33,139,Cotton,7.19,1624,59,27,Low,Optimal,Optimal,dap_mop_mixture,Hydrated Lime
130,12,115,Bajra,8.21,1265,56,18,Low,Low,Low,balanced_npk_maintenance,Balance Maintain
176,13,102,Barley,7.16,1141,69,19,Optimal,Low,Low,monoammonium_phosphate_map,Quicklime
78,27,193,Barley,7.32,823,77,19,Low,Low,Optimal,triple_super_phosphate_tsp,Elemental Sulphur
95,27,170,Mustard,7.65,1668,68,19,Optimal,Low,Low,ammonium_sulphate,Dolomite
179,33,132,Barley,7.0,1156,71,25,Optimal,Optimal,Low,urea_ammonium_nitrate_uan,Wood Ash
195,24,77,Rice,7.25,1628,74,26,Optimal,Low,Low,rock_phosphate,Gypsum
